Date,Close/Last,Volume,Open,High,Low
08/04/2021,4402.66,--,4415.95,4416.17,4400.23
08/03/2021,4423.15,--,4392.74,4423.79,4373
08/02/2021,4387.16,--,4406.86,4422.18,4384.81
07/30/2021,4395.26,--,4395.12,4412.25,4389.65
07/29/2021,4419.15,--,4403.59,4429.97,4403.59
07/28/2021,4400.64,--,4402.95,4415.47,4387.01
07/27/2021,4401.46,--,4416.38,4416.38,4372.51
07/26/2021,4422.3,--,4409.58,4422.73,4405.45
07/23/2021,4411.79,--,4381.2,4415.18,4381.2
07/22/2021,4367.48,--,4361.27,4369.87,4350.06
07/21/2021,4358.69,--,4331.13,4359.7,4331.13
07/20/2021,4323.06,--,4265.11,4336.84,4262.05
07/19/2021,4258.49,--,4296.4,4296.4,4233.13
07/16/2021,4327.16,--,4367.43,4375.09,4322.53
07/15/2021,4360.03,--,4369.02,4369.02,4340.7
07/14/2021,4374.3,--,4380.11,4393.68,4362.36
07/13/2021,4369.21,--,4381.07,4392.37,4366.92
07/12/2021,4384.63,--,4372.41,4386.68,4364.03
07/09/2021,4369.55,--,4329.38,4371.6,4329.38
07/08/2021,4320.82,--,4321.07,4330.88,4289.37
07/07/2021,4358.13,--,4351.01,4361.88,4329.79
07/06/2021,4343.54,--,4356.46,4356.46,4314.37
07/02/2021,4352.34,--,4326.6,4355.43,4326.6
07/01/2021,4319.94,--,4300.73,4320.66,4300.73
06/30/2021,4297.5,--,4290.65,4302.43,4287.96
06/29/2021,4291.8,--,4293.21,4300.52,4287.04
06/28/2021,4290.61,--,4284.9,4292.14,4274.67
06/25/2021,4280.7,--,4274.45,4286.12,4271.16
06/24/2021,4266.49,--,4256.97,4271.28,4256.97
06/23/2021,4241.84,--,4249.27,4256.6,4241.43
06/22/2021,4246.44,--,4224.61,4255.84,4217.27
06/21/2021,4224.79,--,4173.4,4226.24,4173.4
06/18/2021,4166.45,--,4204.78,4204.78,4164.4
06/17/2021,4221.86,--,4220.37,4232.29,4196.05
06/16/2021,4223.7,--,4248.87,4251.89,4202.45
06/15/2021,4246.59,--,4255.28,4257.16,4238.35
06/14/2021,4255.15,--,4248.31,4255.59,4234.07
06/11/2021,4247.44,--,4242.9,4248.38,4232.25
06/10/2021,4239.18,--,4228.56,4249.74,4220.34
06/09/2021,4219.55,--,4232.99,4237.09,4218.74
06/08/2021,4227.26,--,4233.81,4236.74,4208.41
06/07/2021,4226.52,--,4229.34,4232.34,4215.66
06/04/2021,4229.89,--,4206.05,4233.45,4206.05
06/03/2021,4192.85,--,4191.43,4204.39,4167.93
06/02/2021,4208.12,--,4206.82,4217.37,4198.27
06/01/2021,4202.04,--,4216.52,4234.12,4197.59
05/28/2021,4204.11,--,4210.77,4218.36,4203.57
05/27/2021,4200.88,--,4201.94,4213.38,4197.78
05/26/2021,4195.99,--,4191.59,4202.61,4184.11
05/25/2021,4188.13,--,4205.94,4213.42,4182.52
05/24/2021,4197.05,--,4170.16,4209.52,4170.16
05/21/2021,4155.86,--,4168.61,4188.72,4151.72
05/20/2021,4159.12,--,4121.97,4172.8,4121.97
05/19/2021,4115.68,--,4098.45,4116.93,4061.41
05/18/2021,4127.83,--,4165.94,4169.15,4125.99
05/17/2021,4163.29,--,4169.92,4171.92,4142.69
05/14/2021,4173.85,--,4129.58,4183.13,4129.58
05/13/2021,4112.5,--,4074.99,4131.58,4074.99
05/12/2021,4063.04,--,4130.55,4134.73,4056.88
05/11/2021,4152.1,--,4150.34,4162.04,4111.53
05/10/2021,4188.43,--,4228.29,4236.39,4188.13
05/07/2021,4232.6,--,4210.34,4238.04,4201.64
05/06/2021,4201.62,--,4169.14,4202.7,4147.33
05/05/2021,4167.59,--,4177.06,4187.72,4160.94
05/04/2021,4164.66,--,4179.04,4179.04,4128.59
05/03/2021,4192.66,--,4191.98,4209.39,4188.03
04/30/2021,4181.17,--,4198.1,4198.1,4174.85
04/29/2021,4211.47,--,4206.14,4218.78,4176.81
04/28/2021,4183.18,--,4185.14,4201.53,4181.78
04/27/2021,4186.72,--,4188.25,4193.35,4176.22
04/26/2021,4187.62,--,4185.03,4194.19,4182.36
04/23/2021,4180.17,--,4138.78,4194.17,4138.78
04/22/2021,4134.98,--,4170.46,4179.57,4123.69
04/21/2021,4173.42,--,4128.42,4175.02,4126.35
04/20/2021,4134.94,--,4159.18,4159.18,4118.38
04/19/2021,4163.26,--,4179.8,4180.81,4150.47
04/16/2021,4185.47,--,4174.14,4191.31,4170.75
04/15/2021,4170.42,--,4139.76,4173.49,4139.76
04/14/2021,4124.66,--,4143.25,4151.69,4120.87
04/13/2021,4141.59,--,4130.1,4148,4124.43
04/12/2021,4127.99,--,4124.71,4131.76,4114.82
04/09/2021,4128.8,--,4096.11,4129.48,4095.51
04/08/2021,4097.17,--,4089.95,4098.19,4082.54
04/07/2021,4079.95,--,4074.29,4083.13,4068.31
04/06/2021,4073.94,--,4075.57,4086.23,4068.14
04/05/2021,4077.91,--,4034.44,4083.42,4034.44
04/01/2021,4019.87,--,3992.78,4020.63,3992.78
03/31/2021,3972.89,--,3967.25,3994.41,3966.98
03/30/2021,3958.55,--,3963.34,3968.01,3944.35
03/29/2021,3971.09,--,3969.31,3981.83,3943.25
03/26/2021,3974.54,--,3917.12,3978.19,3917.12
03/25/2021,3909.52,--,3879.34,3919.54,3853.5
03/24/2021,3889.14,--,3919.93,3942.08,3889.07
03/23/2021,3910.52,--,3937.6,3949.13,3901.57
03/22/2021,3940.59,--,3916.48,3955.31,3914.16
03/19/2021,3913.1,--,3913.14,3930.12,3886.75
03/18/2021,3915.46,--,3953.5,3969.62,3910.86
03/17/2021,3974.12,--,3949.57,3983.87,3935.74
03/16/2021,3962.71,--,3973.59,3981.04,3953.44
03/15/2021,3968.94,--,3942.96,3970.08,3923.54
03/12/2021,3943.34,--,3924.52,3944.99,3915.21
03/11/2021,3939.34,--,3915.54,3960.27,3915.54
03/10/2021,3898.81,--,3891.99,3917.35,3885.73
03/09/2021,3875.44,--,3851.93,3903.76,3851.93
03/08/2021,3821.35,--,3844.39,3881.06,3819.25
03/05/2021,3841.94,--,3793.58,3851.69,3730.19
03/04/2021,3768.47,--,3818.53,3843.67,3723.34
03/03/2021,3819.72,--,3863.99,3874.47,3818.86
03/02/2021,3870.29,--,3903.64,3906.41,3868.57
03/01/2021,3901.82,--,3842.51,3914.5,3842.51
02/26/2021,3811.15,--,3839.66,3861.08,3789.54
02/25/2021,3829.34,--,3915.8,3925.02,3814.04
02/24/2021,3925.43,--,3873.71,3928.65,3859.6
02/23/2021,3881.37,--,3857.07,3895.98,3805.59
02/22/2021,3876.5,--,3885.55,3902.92,3874.71
02/19/2021,3906.71,--,3921.16,3930.41,3903.07
02/18/2021,3913.97,--,3915.86,3921.98,3885.03
02/17/2021,3931.33,--,3918.5,3933.61,3900.43
02/16/2021,3932.59,--,3939.61,3950.43,3923.85
02/12/2021,3934.83,--,3911.65,3937.23,3905.78
02/11/2021,3916.38,--,3916.4,3925.99,3890.39
02/10/2021,3909.88,--,3920.78,3931.5,3884.94
02/09/2021,3911.23,--,3910.49,3918.35,3902.64
02/08/2021,3915.59,--,3892.59,3915.77,3892.59
02/05/2021,3886.83,--,3878.3,3894.56,3874.93
02/04/2021,3871.74,--,3836.66,3872.42,3836.66
02/03/2021,3830.17,--,3840.27,3847.51,3816.68
02/02/2021,3826.31,--,3791.84,3843.09,3791.84
02/01/2021,3773.86,--,3731.17,3784.32,3725.62
01/29/2021,3714.24,--,3778.05,3778.05,3694.12
01/28/2021,3787.38,--,3755.75,3830.5,3755.75
01/27/2021,3750.77,--,3836.83,3836.83,3732.48
01/26/2021,3849.62,--,3862.96,3870.9,3847.78
01/25/2021,3855.36,--,3851.68,3859.23,3797.16
01/22/2021,3841.47,--,3844.24,3852.31,3830.41
01/21/2021,3853.07,--,3857.46,3861.45,3845.05
01/20/2021,3851.85,--,3816.22,3859.75,3816.22
01/19/2021,3798.91,--,3781.88,3804.53,3780.37
01/15/2021,3768.25,--,3788.73,3788.73,3749.62
01/14/2021,3795.54,--,3814.98,3823.6,3792.86
01/13/2021,3809.84,--,3802.23,3820.96,3791.5
01/12/2021,3801.19,--,3801.62,3810.78,3776.51
01/11/2021,3799.61,--,3803.14,3817.86,3789.02
01/08/2021,3824.68,--,3815.05,3826.69,3783.6
01/07/2021,3803.79,--,3764.71,3811.55,3764.71
01/06/2021,3748.14,--,3712.2,3783.04,3705.34
01/05/2021,3726.86,--,3698.02,3737.83,3695.07
01/04/2021,3700.65,--,3764.61,3769.99,3662.71
12/31/2020,3756.07,--,3733.27,3760.2,3726.88
12/30/2020,3732.04,--,3736.19,3744.63,3730.21
12/29/2020,3727.04,--,3750.01,3756.12,3723.31
12/28/2020,3735.36,--,3723.03,3740.51,3723.03
12/24/2020,3703.06,--,3694.03,3703.82,3689.32
12/23/2020,3690.01,--,3693.42,3711.24,3689.28
12/22/2020,3687.26,--,3698.08,3698.26,3676.16
12/21/2020,3694.92,--,3684.28,3702.9,3636.48
12/18/2020,3709.41,--,3722.39,3726.7,3685.84
12/17/2020,3722.48,--,3713.65,3725.12,3710.87
12/16/2020,3701.17,--,3696.25,3711.27,3688.57
12/15/2020,3694.62,--,3666.41,3695.29,3659.62
12/14/2020,3647.49,--,3675.27,3697.61,3645.84
12/11/2020,3663.46,--,3656.08,3665.91,3633.4
12/10/2020,3668.1,--,3659.13,3678.49,3645.18
12/09/2020,3672.82,--,3705.98,3712.39,3660.54
12/08/2020,3702.25,--,3683.05,3708.45,3678.83
12/07/2020,3691.96,--,3694.73,3697.41,3678.88
12/04/2020,3699.12,--,3670.94,3699.2,3670.94
12/03/2020,3666.72,--,3668.28,3682.73,3657.17
12/02/2020,3669.01,--,3653.78,3670.96,3644.84
12/01/2020,3662.45,--,3645.87,3678.45,3645.87
11/30/2020,3621.63,--,3634.18,3634.18,3594.39
11/27/2020,3638.35,--,3638.55,3644.31,3629.33
11/25/2020,3629.65,--,3635.5,3635.5,3617.76
11/24/2020,3635.41,--,3594.52,3642.31,3594.52
11/23/2020,3577.59,--,3566.82,3589.81,3552.77
11/20/2020,3557.54,--,3579.31,3581.23,3556.85
11/19/2020,3581.87,--,3559.41,3585.22,3543.84
11/18/2020,3567.79,--,3612.09,3619.09,3567.33
11/17/2020,3609.53,--,3610.31,3623.11,3588.68
11/16/2020,3626.91,--,3600.16,3628.51,3600.16
11/13/2020,3585.15,--,3552.57,3593.66,3552.57
11/12/2020,3537.01,--,3562.67,3569.02,3518.58
11/11/2020,3572.66,--,3563.22,3581.16,3557
11/10/2020,3545.53,--,3543.26,3557.22,3511.91
11/09/2020,3550.5,--,3583.04,3645.99,3547.48
11/06/2020,3509.44,--,3508.34,3521.58,3484.34
11/05/2020,3510.45,--,3485.74,3529.05,3485.74
11/04/2020,3443.44,--,3406.46,3486.25,3405.17
11/03/2020,3369.02,--,3336.25,3389.49,3336.25
11/02/2020,3310.24,--,3296.2,3330.14,3279.74
10/30/2020,3269.96,--,3293.59,3304.93,3233.94
10/29/2020,3310.11,--,3277.17,3341.05,3259.82
10/28/2020,3271.03,--,3342.48,3342.48,3268.89
10/27/2020,3390.68,--,3403.15,3409.51,3388.71
10/26/2020,3400.97,--,3441.42,3441.42,3364.86
10/23/2020,3465.39,--,3464.9,3466.46,3440.45
10/22/2020,3453.49,--,3438.5,3460.53,3415.34
10/21/2020,3435.56,--,3439.91,3464.86,3433.06
10/20/2020,3443.12,--,3439.38,3476.93,3435.65
10/19/2020,3426.92,--,3493.66,3502.42,3419.93
10/16/2020,3483.81,--,3493.5,3515.76,3480.45
10/15/2020,3483.34,--,3453.72,3489.08,3440.89
10/14/2020,3488.67,--,3515.47,3527.94,3480.55
10/13/2020,3511.93,--,3534.01,3534.01,3500.86
10/12/2020,3534.22,--,3500.02,3549.85,3499.61
10/09/2020,3477.13,--,3459.67,3482.34,3458.07
10/08/2020,3446.83,--,3434.28,3447.28,3428.15
10/07/2020,3419.45,--,3384.56,3426.26,3384.56
10/06/2020,3360.95,--,3408.74,3431.56,3354.54
10/05/2020,3408.63,--,3367.27,3409.57,3367.27
10/02/2020,3348.44,--,3338.94,3369.1,3323.69
10/01/2020,3380.8,--,3385.87,3397.18,3361.39
09/30/2020,3363,--,3341.21,3393.56,3340.47
09/29/2020,3335.47,--,3350.92,3357.92,3327.54
09/28/2020,3351.6,--,3333.9,3360.74,3332.91
09/25/2020,3298.46,--,3236.66,3306.88,3228.44
09/24/2020,3246.59,--,3226.14,3278.7,3209.45
09/23/2020,3236.92,--,3320.11,3323.35,3232.57
09/22/2020,3315.57,--,3295.75,3320.31,3270.95
09/21/2020,3281.06,--,3285.57,3285.57,3229.1
09/18/2020,3319.47,--,3357.38,3362.27,3292.4
09/17/2020,3357.01,--,3346.86,3375.17,3328.82
09/16/2020,3385.49,--,3411.23,3428.92,3384.45
09/15/2020,3401.2,--,3407.73,3419.48,3389.25
09/14/2020,3383.54,--,3363.56,3402.93,3363.56
09/11/2020,3340.97,--,3352.7,3368.95,3310.47
09/10/2020,3339.19,--,3412.56,3425.55,3329.25
09/09/2020,3398.96,--,3369.82,3424.77,3366.84
09/08/2020,3331.84,--,3371.88,3379.97,3329.27
09/04/2020,3426.96,--,3453.6,3479.15,3349.63
09/03/2020,3455.06,--,3564.74,3564.85,3427.41
09/02/2020,3580.84,--,3543.76,3588.11,3535.23
09/01/2020,3526.65,--,3507.44,3528.03,3494.6
08/31/2020,3500.31,--,3509.73,3514.77,3493.25
08/28/2020,3508.01,--,3494.69,3509.23,3484.32
08/27/2020,3484.55,--,3485.14,3501.38,3468.35
08/26/2020,3478.73,--,3449.97,3481.07,3444.15
08/25/2020,3443.62,--,3435.95,3444.21,3425.84
08/24/2020,3431.28,--,3418.09,3432.09,3413.13
08/21/2020,3397.16,--,3386.01,3399.96,3379.31
08/20/2020,3385.51,--,3360.48,3390.8,3354.69
08/19/2020,3374.85,--,3392.51,3399.54,3369.66
08/18/2020,3389.78,--,3387.04,3395.06,3370.15
08/17/2020,3381.99,--,3380.86,3387.59,3379.22
08/14/2020,3372.85,--,3368.66,3378.51,3361.64
08/13/2020,3373.43,--,3372.95,3387.24,3363.35
08/12/2020,3380.35,--,3355.46,3387.89,3355.46
08/11/2020,3333.69,--,3370.34,3381.01,3326.44
08/10/2020,3360.47,--,3356.04,3363.29,3335.44
08/07/2020,3351.28,--,3340.05,3352.54,3328.72
08/06/2020,3349.16,--,3323.17,3351.03,3318.14
08/05/2020,3327.77,--,3317.37,3330.77,3317.37
08/04/2020,3306.51,--,3296.6,3306.84,3286.37
08/03/2020,3294.61,--,3288.26,3302.73,3284.53
07/31/2020,3271.12,--,3270.45,3272.17,3220.26
07/30/2020,3246.22,--,3231.76,3250.92,3204.13
07/29/2020,3258.44,--,3227.22,3264.74,3227.22
07/28/2020,3218.44,--,3234.27,3243.72,3216.17
07/27/2020,3239.41,--,3219.84,3241.43,3214.25
07/24/2020,3215.63,--,3218.58,3227.26,3200.05
07/23/2020,3235.66,--,3271.64,3279.99,3222.66
07/22/2020,3276.02,--,3254.86,3279.32,3253.1
07/21/2020,3257.3,--,3268.52,3277.29,3247.77
07/20/2020,3251.84,--,3224.29,3258.61,3215.16
07/17/2020,3224.73,--,3224.21,3233.52,3205.65
07/16/2020,3215.57,--,3208.36,3220.39,3198.59
07/15/2020,3226.56,--,3225.98,3238.28,3200.76
07/14/2020,3197.52,--,3141.11,3200.95,3127.66
07/13/2020,3155.22,--,3205.08,3235.32,3149.43
07/10/2020,3185.04,--,3152.47,3186.82,3136.22
07/09/2020,3152.05,--,3176.17,3179.78,3115.7
07/08/2020,3169.94,--,3153.07,3171.8,3136.53
07/07/2020,3145.32,--,3166.44,3184.15,3142.93
07/06/2020,3179.72,--,3155.29,3182.59,3155.29
07/02/2020,3130.01,--,3143.64,3165.81,3124.52
07/01/2020,3115.86,--,3105.92,3128.44,3101.17
06/30/2020,3100.29,--,3050.2,3111.51,3047.83
06/29/2020,3053.24,--,3018.59,3053.89,2999.74
06/26/2020,3009.05,--,3073.2,3073.73,3004.63
06/25/2020,3083.76,--,3046.6,3086.25,3024.01
06/24/2020,3050.33,--,3114.4,3115.01,3032.13
